hexagram_id,name,phase_bits,phase_temporal,category,action,agent_type,domain,element_subset,coder_specialty,rs3_actionable,chaos,whimsy,darkTone,coherence,voiceWeight,exp_chaos,exp_whimsy,exp_darkTone,exp_coherence,exp_voiceWeight,qdot_chaos,qdot_whimsy,qdot_darkTone,qdot_coherence,qdot_voiceWeight,dy_yang_yin,yao_dy,changing_dy,dominant_intent,intensity,query_tokens,training_notes
19,Approach,6,crystallization,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.08511,0.18607,0.02952,0.55238,0.54286,0.10511,0.19607,0.03952,0.51238,0.50286,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
19,Approach,7,void,transformer,YIELD,integrator,reception,earth,Blueprinting,dialogue,0.14815,0.22527,0.09411,0.59972,0.57904,0.14815,0.22527,0.09411,0.59972,0.57904,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Lake over earth — approach. Approach is the season turning, the leader descending to meet the people."
20,Contemplation,0,past,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.06177,0.14601,0.0987,0.45066,0.44183,0.06177,0.14601,0.0487,0.44066,0.45183,0.0,0.0,0.05,0.01,-0.01,-2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,1,present,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.10959,0.2482,0.04187,0.47033,0.47858,0.06959,0.1682,0.04187,0.48033,0.46858,0.04,0.08,0.0,-0.01,0.01,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,2,future,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.08959,0.28785,0.04187,0.45809,0.46634,0.06959,0.19785,0.04187,0.45809,0.44634,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,3,transition,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.15661,0.25207,0.06403,0.48337,0.49835,0.10661,0.20207,0.04403,0.50337,0.49835,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,4,resolution,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.03959,0.17785,0.0367,0.50809,0.47634,0.06959,0.19785,0.0567,0.45809,0.44634,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,5,dissolution,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.16661,0.24207,0.14075,0.47337,0.47835,0.10661,0.20207,0.09075,0.50337,0.49835,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,6,crystallization,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.10997,0.21543,0.03403,0.54337,0.53251,0.12997,0.22543,0.04403,0.50337,0.49251,-0.02,-0.01,-0.01,0.04,0.04,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
20,Contemplation,7,void,boundary,WAIT,guardian,patience,wind,Scribe,forensics,0.14924,0.22966,0.0974,0.59313,0.57575,0.14924,0.22966,0.0974,0.59313,0.57575,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Earth over wind — contemplation. Contemplation is watching, waiting, seeing the pattern before acting."
21,Biting Through,0,past,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.10336,0.12572,0.13477,0.48634,0.49024,0.10336,0.12572,0.08477,0.47634,0.50024,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,1,present,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.1439,0.27594,0.04569,0.44046,0.46663,0.1039,0.19594,0.04569,0.45046,0.45663,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,2,future,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.1239,0.22664,0.06051,0.49494,0.52111,0.1039,0.13664,0.06051,0.49494,0.50111,0.02,0.09,0.0,0.0,0.02,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,3,transition,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.18364,0.25057,0.06703,0.47737,0.50646,0.13364,0.20057,0.04703,0.49737,0.50646,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,4,resolution,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.0739,0.14629,0.05534,0.5227,0.50887,0.1039,0.16629,0.07534,0.4727,0.47887,-0.03,-0.02,-0.02,0.05,0.03,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,5,dissolution,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.217,0.26393,0.13208,0.46737,0.48062,0.157,0.22393,0.08208,0.49737,0.50062,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,6,crystallization,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.137,0.16721,0.04871,0.55489,0.56398,0.157,0.17721,0.05871,0.51489,0.52398,-0.02,-0.01,-0.01,0.04,0.04,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
21,Biting Through,7,void,transformer,ASSERT,integrator,assertion,thunder,Security Red-Team,attack,0.169,0.22856,0.0996,0.58874,0.58168,0.169,0.22856,0.0996,0.58874,0.58168,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Fire over thunder — biting through. Biting Through is decisive action, cutting through obstruction with force."
22,Grace,0,past,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.06639,0.10031,0.14401,0.50667,0.49163,0.06639,0.10031,0.09401,0.49667,0.50163,0.0,0.0,0.05,0.01,-0.01,0.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,1,present,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.1134,0.22533,0.05331,0.47948,0.49001,0.0734,0.14533,0.05331,0.48948,0.48001,0.04,0.08,0.0,-0.01,0.01,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,2,future,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.0934,0.20567,0.06814,0.51171,0.52225,0.0734,0.11567,0.06814,0.51171,0.50225,0.02,0.09,0.0,0.0,0.02,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,3,transition,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.18297,0.21069,0.08472,0.5081,0.52488,0.13297,0.16069,0.06472,0.5281,0.52488,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,4,resolution,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.0434,0.15498,0.04814,0.51724,0.48777,0.0734,0.17498,0.06814,0.46724,0.45777,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,5,dissolution,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.19297,0.24741,0.13808,0.48058,0.48152,0.13297,0.20741,0.08808,0.51058,0.50152,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,6,crystallization,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.08961,0.17405,0.04304,0.55058,0.54736,0.10961,0.18405,0.05304,0.51058,0.50736,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
22,Grace,7,void,boundary,WAIT,guardian,patience,fire,Database/Storage,interact,0.15144,0.21649,0.10399,0.5984,0.58233,0.15144,0.21649,0.10399,0.5984,0.58233,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over fire — grace. Grace is beauty, ornament, the form that carries the essence."
23,Splitting Apart,0,past,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.0456,0.10852,0.09665,0.43068,0.41559,0.0456,0.10852,0.04665,0.42068,0.42559,0.0,0.0,0.05,0.01,-0.01,-4.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,1,present,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.09625,0.2321,0.04759,0.46867,0.46434,0.05625,0.1521,0.04759,0.47867,0.45434,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,2,future,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.07625,0.2421,0.04759,0.47867,0.47434,0.05625,0.1521,0.04759,0.47867,0.45434,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,3,transition,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.1461,0.21603,0.06854,0.49959,0.50466,0.0961,0.16603,0.04854,0.51959,0.50466,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,4,resolution,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.04849,0.16175,0.02759,0.50644,0.4621,0.07849,0.18175,0.04759,0.45644,0.4321,-0.03,-0.02,-0.02,0.05,0.03,-4.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,5,dissolution,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.17946,0.22939,0.13358,0.48959,0.47882,0.11946,0.18939,0.08358,0.51959,0.49882,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,6,crystallization,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.09946,0.17939,0.03854,0.55959,0.53882,0.11946,0.18939,0.04854,0.51959,0.49882,-0.02,-0.01,-0.01,0.04,0.04,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
23,Splitting Apart,7,void,dissipator,WAIT,navigator,patience,earth,Async/Networking,traverse,0.14156,0.20332,0.10069,0.60499,0.58036,0.14156,0.20332,0.10069,0.60499,0.58036,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over earth — splitting apart. Splitting Apart is collapse, the structure giving way, darkness rising."
24,Return,0,past,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.0895,0.14318,0.08972,0.40573,0.41559,0.0895,0.14318,0.03972,0.39573,0.42559,0.0,0.0,0.05,0.01,-0.01,-4.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,1,present,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.15672,0.28226,0.05872,0.4272,0.44547,0.11672,0.20226,0.05872,0.4372,0.43547,0.04,0.08,0.0,-0.01,0.01,-4.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,2,future,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.11448,0.26261,0.05872,0.45944,0.47771,0.09448,0.17261,0.05872,0.45944,0.45771,0.02,0.09,0.0,0.0,0.02,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,3,transition,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.20203,0.24574,0.09772,0.48607,0.50556,0.15203,0.19574,0.07772,0.50607,0.50556,0.05,0.05,0.02,-0.02,0.0,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,4,resolution,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.06448,0.15261,0.05355,0.50944,0.48771,0.09448,0.17261,0.07355,0.45944,0.45771,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,5,dissolution,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.21203,0.23574,0.16277,0.47607,0.48556,0.15203,0.19574,0.11277,0.50607,0.50556,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,6,crystallization,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.10867,0.16238,0.06772,0.54607,0.5514,0.12867,0.17238,0.07772,0.50607,0.5114,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
24,Return,7,void,transformer,YIELD,integrator,reception,thunder,DevOps/CI-CD,harvest,0.16848,0.19552,0.14794,0.59718,0.59047,0.16848,0.19552,0.14794,0.59718,0.59047,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Earth over thunder — return. Return is the turning point, the first light after darkness, hope renewed."
25,Innocence,0,past,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.09412,0.09851,0.1616,0.49995,0.53265,0.09412,0.09851,0.1116,0.48995,0.54265,0.0,0.0,0.05,0.01,-0.01,2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,1,present,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.1383,0.23058,0.05872,0.46786,0.49757,0.0983,0.15058,0.05872,0.47786,0.48757,0.04,0.08,0.0,-0.01,0.01,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,2,future,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.1183,0.21093,0.07355,0.5001,0.52981,0.0983,0.12093,0.07355,0.5001,0.50981,0.02,0.09,0.0,0.0,0.02,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,3,transition,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.18168,0.22839,0.09772,0.48306,0.51741,0.13168,0.17839,0.07772,0.50306,0.51741,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,4,resolution,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.0683,0.10093,0.0832,0.5501,0.53981,0.0983,0.12093,0.1032,0.5001,0.50981,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,5,dissolution,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.19168,0.21839,0.17445,0.47306,0.49741,0.13168,0.17839,0.12445,0.50306,0.51741,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,6,crystallization,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.13504,0.14503,0.0794,0.56059,0.57493,0.15504,0.15503,0.0894,0.52059,0.53493,-0.02,-0.01,-0.01,0.04,0.04,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
25,Innocence,7,void,sovereign,ASSERT,architect,assertion,thunder,Research,craft,0.17067,0.19991,0.14794,0.59498,0.59486,0.17067,0.19991,0.14794,0.59498,0.59486,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Heaven over thunder — innocence. Innocence is spontaneous, natural, without calculation. The uncarved block."
26,Taming Power of the Great,0,past,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.05253,0.06848,0.16853,0.52259,0.53727,0.05253,0.06848,0.11853,0.51259,0.54727,0.0,0.0,0.05,0.01,-0.01,2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,1,present,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.10399,0.17615,0.07926,0.50878,0.52363,0.06399,0.09615,0.07926,0.51878,0.51363,0.04,0.08,0.0,-0.01,0.01,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,2,future,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.08399,0.18615,0.07926,0.51878,0.53363,0.06399,0.09615,0.07926,0.51878,0.51363,0.02,0.09,0.0,0.0,0.02,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,3,transition,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.17801,0.18551,0.11391,0.5153,0.53793,0.12801,0.13551,0.09391,0.5353,0.53793,0.05,0.05,0.02,-0.02,0.0,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,4,resolution,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.03399,0.1058,0.07409,0.54654,0.52139,0.06399,0.1258,0.09409,0.49654,0.49139,-0.03,-0.02,-0.02,0.05,0.03,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,5,dissolution,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.16464,0.19887,0.17895,0.48778,0.50041,0.10464,0.15887,0.12895,0.51778,0.52041,0.06,0.04,0.05,-0.03,-0.02,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,6,crystallization,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.08464,0.14887,0.07223,0.55778,0.56041,0.10464,0.15887,0.08223,0.51778,0.52041,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
26,Taming Power of the Great,7,void,boundary,ADAPT,guardian,adaptation,heaven,Dev,bank,0.15092,0.18564,0.15124,0.60574,0.59705,0.15092,0.18564,0.15124,0.60574,0.59705,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over heaven — taming power. Taming Power of the Great is restraint, storing energy, knowing when to hold."
27,Corners of the Mouth,0,past,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.09412,0.12521,0.11257,0.44788,0.45153,0.09412,0.12521,0.06257,0.43788,0.46153,0.0,0.0,0.05,0.01,-0.01,-2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,1,present,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.13358,0.22767,0.08161,0.45321,0.47647,0.09358,0.14767,0.08161,0.46321,0.46647,0.04,0.08,0.0,-0.01,0.01,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,2,future,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.11358,0.20802,0.08161,0.48545,0.50871,0.09358,0.11802,0.08161,0.48545,0.48871,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,3,transition,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.17224,0.17252,0.12965,0.4964,0.52892,0.12224,0.12252,0.10965,0.5164,0.52892,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,4,resolution,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.06358,0.12767,0.07644,0.51321,0.49647,0.09358,0.14767,0.09644,0.46321,0.46647,-0.03,-0.02,-0.02,0.05,0.03,-2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,5,dissolution,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.2056,0.18588,0.19469,0.4864,0.50308,0.1456,0.14588,0.14469,0.5164,0.52308,0.06,0.04,0.05,-0.03,-0.02,-2.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,6,crystallization,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.10224,0.11252,0.09965,0.5564,0.56892,0.12224,0.12252,0.10965,0.5164,0.52892,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
27,Corners of the Mouth,7,void,transformer,YIELD,integrator,reception,thunder,HTML,equip,0.15652,0.12072,0.1889,0.61405,0.61675,0.15652,0.12072,0.1889,0.61405,0.61675,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Mountain over thunder — nourishment. Corners of the Mouth is sustenance, what feeds the self and others."
28,Preponderance of the Great,0,past,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.08026,0.15627,0.1616,0.4907,0.51094,0.08026,0.15627,0.1116,0.4807,0.52094,0.0,0.0,0.05,0.01,-0.01,2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,1,present,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.13158,0.27352,0.06209,0.47641,0.49313,0.09158,0.19352,0.06209,0.48641,0.48313,0.04,0.08,0.0,-0.01,0.01,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,2,future,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.11158,0.31317,0.04726,0.46417,0.4809,0.09158,0.22317,0.04726,0.46417,0.4609,0.02,0.09,0.0,0.0,0.02,0.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,3,transition,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.1821,0.3158,0.07481,0.46493,0.48577,0.1321,0.2658,0.05481,0.48493,0.48577,0.05,0.05,0.02,-0.02,0.0,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,4,resolution,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.06158,0.17352,0.07174,0.53641,0.51313,0.09158,0.19352,0.09174,0.48641,0.48313,-0.03,-0.02,-0.02,0.05,0.03,2.0,-1.0,-2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,5,dissolution,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.21546,0.28244,0.16322,0.47245,0.48329,0.15546,0.24244,0.11322,0.50245,0.50329,0.06,0.04,0.05,-0.03,-0.02,2.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,6,crystallization,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.1121,0.2558,0.04481,0.52493,0.52577,0.1321,0.2658,0.05481,0.48493,0.48577,-0.02,-0.01,-0.01,0.04,0.04,0.0,1.0,2.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
28,Preponderance of the Great,7,void,dissipator,ADAPT,navigator,adaptation,wind,Robotics,cast,0.17824,0.30215,0.11357,0.5724,0.55826,0.17824,0.30215,0.11357,0.5724,0.55826,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,understand,0.04,shotgun|blast,"Lake over wind — preponderance. Preponderance of the Great is excess, the beam about to break, dangerous weight."
29,The Abysmal,0,past,dissipator,WAIT,navigator,patience,water,Game Dev,dialogue,0.14495,0.10211,0.20729,0.37441,0.41687,0.14495,0.10211,0.15729,0.36441,0.42687,0.0,0.0,0.05,0.01,-0.01,-2.0,-3.0,-6.0,understand,0.04,shotgun|blast,"Water over water — the abyss. The Abysmal is danger repeated, the deep, the test of endurance."
